sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
4965,50,regular.with.aide,12,girl,yes,white,math,513
4965,50,regular.with.aide,12,girl,yes,white,reading,431
4966,8,regular,12,girl,yes,white,math,434
4966,8,regular,12,girl,yes,white,reading,390
4967,17,small.class,5,girl,no,black,math,478
4967,17,small.class,5,girl,no,black,reading,433
4968,9,small.class,13,boy,no,white,math,454
4968,9,small.class,13,boy,no,white,reading,436
4969,67,small.class,5,boy,no,white,math,473
4969,67,small.class,5,boy,no,white,reading,419
4970,41,small.class,18,boy,no,white,math,494
4970,41,small.class,18,boy,no,white,reading,450
4971,43,regular,3,girl,no,white,math,536
4971,43,regular,3,girl,no,white,reading,474
4972,22,regular,24,boy,yes,black,math,489
4972,22,regular,24,boy,yes,black,reading,448
4973,17,regular.with.aide,8,boy,no,white,math,520
4973,17,regular.with.aide,8,boy,no,white,reading,442
4974,36,regular.with.aide,14,boy,no,white,math,506
4974,36,regular.with.aide,14,boy,no,white,reading,460
4975,31,regular,0,girl,yes,black,math,536
4975,31,regular,0,girl,yes,black,reading,439
4976,18,regular.with.aide,11,girl,no,black,math,473
4976,18,regular.with.aide,11,girl,no,black,reading,433
4977,17,regular.with.aide,8,boy,no,white,math,559
4977,17,regular.with.aide,8,boy,no,white,reading,424
4978,78,small.class,8,girl,yes,white,math,468
4978,78,small.class,8,girl,yes,white,reading,425
4979,8,regular.with.aide,12,girl,yes,white,math,463
4979,8,regular.with.aide,12,girl,yes,white,reading,402
4980,48,regular.with.aide,13,boy,yes,white,math,506
4980,48,regular.with.aide,13,boy,yes,white,reading,419
4981,53,small.class,9,boy,no,white,math,500
4981,53,small.class,9,boy,no,white,reading,538
4982,49,regular.with.aide,9,girl,no,white,math,468
4982,49,regular.with.aide,9,girl,no,white,reading,427
4983,64,small.class,19,boy,yes,white,math,473
4983,64,small.class,19,boy,yes,white,reading,443
4984,79,regular,13,boy,no,white,math,576
4984,79,regular,13,boy,no,white,reading,503
4985,8,regular,13,girl,yes,white,math,489
4985,8,regular,13,girl,yes,white,reading,422
4986,79,regular,13,boy,no,white,math,473
4986,79,regular,13,boy,no,white,reading,421
4987,13,small.class,4,girl,no,white,math,506
4987,13,small.class,4,girl,no,white,reading,483
4988,23,regular,1,boy,yes,black,math,520
4988,23,regular,1,boy,yes,black,reading,421
4989,28,regular,7,boy,yes,black,math,412
4989,28,regular,7,boy,yes,black,reading,433
4990,8,regular,13,girl,no,white,math,484
4990,8,regular,13,girl,no,white,reading,456
4991,45,regular,12,boy,yes,black,math,412
4991,45,regular,12,boy,yes,black,reading,393
4992,27,regular.with.aide,10,boy,no,black,math,500
4992,27,regular.with.aide,10,boy,no,black,reading,451
4993,8,small.class,13,boy,no,white,math,478
4993,8,small.class,13,boy,no,white,reading,419
4994,8,regular,13,boy,no,white,math,444
4994,8,regular,13,boy,no,white,reading,425
4995,27,regular.with.aide,20,girl,yes,black,math,494
4995,27,regular.with.aide,20,girl,yes,black,reading,461
4996,65,regular,12,girl,no,white,math,559
4996,65,regular,12,girl,no,white,reading,500
4997,51,small.class,16,girl,no,white,math,547
4997,51,small.class,16,girl,no,white,reading,490
4998,80,small.class,12,girl,no,white,math,528
4998,80,small.class,12,girl,no,white,reading,503
4999,61,small.class,7,boy,no,white,math,602
4999,61,small.class,7,boy,no,white,reading,483
5000,61,regular.with.aide,8,boy,no,white,math,463
5000,61,regular.with.aide,8,boy,no,white,reading,395
5001,55,regular,13,boy,no,black,math,500
5001,55,regular,13,boy,no,black,reading,447
5002,78,regular,8,girl,yes,white,math,405
5002,78,regular,8,girl,yes,white,reading,384
5003,39,small.class,6,girl,no,white,math,473
5003,39,small.class,6,girl,no,white,reading,408
5004,22,regular.with.aide,16,girl,yes,black,math,423
5004,22,regular.with.aide,16,girl,yes,black,reading,418
5005,32,regular.with.aide,0,girl,yes,black,math,418
5005,32,regular.with.aide,0,girl,yes,black,reading,431
5006,7,regular.with.aide,3,boy,no,white,math,520
5006,7,regular.with.aide,3,boy,no,white,reading,442
5007,57,regular,2,boy,no,black,math,429
5007,57,regular,2,boy,no,black,reading,400
5008,75,small.class,3,boy,no,white,math,559
5008,75,small.class,3,boy,no,white,reading,455
5009,22,small.class,3,girl,yes,black,math,626
5009,22,small.class,3,girl,yes,black,reading,527
5010,66,regular,8,girl,yes,white,math,423
5010,66,regular,8,girl,yes,white,reading,419
5011,26,regular.with.aide,6,girl,yes,black,math,405
5011,26,regular.with.aide,6,girl,yes,black,reading,410
5012,28,small.class,3,girl,yes,black,math,520
5012,28,small.class,3,girl,yes,black,reading,463
5013,39,regular.with.aide,5,boy,yes,white,math,484
5013,39,regular.with.aide,5,boy,yes,white,reading,430
5014,51,regular.with.aide,12,boy,no,white,math,489
5014,51,regular.with.aide,12,boy,no,white,reading,422
5015,55,small.class,15,boy,no,white,math,478
5015,55,small.class,15,boy,no,white,reading,421
5016,65,regular,12,boy,yes,white,math,520
5016,65,regular,12,boy,yes,white,reading,460
5017,46,regular.with.aide,0,girl,no,white,math,536
5017,46,regular.with.aide,0,girl,no,white,reading,458
5018,53,regular,3,boy,yes,white,math,418
5018,53,regular,3,boy,yes,white,reading,413
5019,79,regular.with.aide,12,girl,yes,white,math,412
5019,79,regular.with.aide,12,girl,yes,white,reading,403
5020,32,regular,2,boy,yes,black,math,392
5020,32,regular,2,boy,yes,black,reading,380
5021,32,regular,3,girl,yes,black,math,449
5021,32,regular,3,girl,yes,black,reading,395
5022,45,regular,12,girl,no,black,math,463
5022,45,regular,12,girl,no,black,reading,450
5023,37,regular,5,girl,yes,black,math,506
5023,37,regular,5,girl,yes,black,reading,443
5024,70,regular.with.aide,27,boy,yes,white,math,423
5024,70,regular.with.aide,27,boy,yes,white,reading,407
5025,13,small.class,4,girl,yes,white,math,520
5025,13,small.class,4,girl,yes,white,reading,460
5026,70,regular.with.aide,14,girl,yes,white,math,520
5026,70,regular.with.aide,14,girl,yes,white,reading,442
5027,76,small.class,22,boy,yes,white,math,489
5027,76,small.class,22,boy,yes,white,reading,447
5028,33,small.class,1,girl,yes,black,math,484
5028,33,small.class,1,girl,yes,black,reading,443
5029,23,regular.with.aide,21,girl,yes,black,math,478
5029,23,regular.with.aide,21,girl,yes,black,reading,390
5030,28,small.class,8,boy,yes,black,math,473
5030,28,small.class,8,boy,yes,black,reading,411
5031,22,regular,11,girl,yes,black,math,489
5031,22,regular,11,girl,yes,black,reading,442
5032,36,small.class,7,girl,no,white,math,484
5032,36,small.class,7,girl,no,white,reading,460
5033,52,regular.with.aide,18,boy,no,white,math,454
5033,52,regular.with.aide,18,boy,no,white,reading,408
5034,60,small.class,1,girl,no,white,math,434
5034,60,small.class,1,girl,no,white,reading,413
5035,35,regular.with.aide,12,girl,no,white,math,459
5035,35,regular.with.aide,12,girl,no,white,reading,421
5036,15,small.class,21,boy,no,black,math,473
5036,15,small.class,21,boy,no,black,reading,411
5037,1,regular,10,boy,no,white,math,459
5037,1,regular,10,boy,no,white,reading,439
5038,50,regular.with.aide,12,boy,no,white,math,528
5038,50,regular.with.aide,12,boy,no,white,reading,414
5039,80,small.class,12,girl,no,white,math,559
5039,80,small.class,12,girl,no,white,reading,500
5040,69,regular.with.aide,6,girl,no,white,math,576
5040,69,regular.with.aide,6,girl,no,white,reading,463
5041,76,regular,2,girl,no,white,math,489
5041,76,regular,2,girl,no,white,reading,445
5042,1,regular.with.aide,9,boy,no,white,math,536
5042,1,regular.with.aide,9,boy,no,white,reading,436
5043,10,small.class,12,girl,no,white,math,602
5043,10,small.class,12,girl,no,white,reading,554
5044,40,regular.with.aide,21,boy,no,white,math,478
5044,40,regular.with.aide,21,boy,no,white,reading,440
5045,17,small.class,5,boy,yes,white,math,439
5045,17,small.class,5,boy,yes,white,reading,405
5046,27,regular,6,boy,no,black,math,547
5046,27,regular,6,boy,no,black,reading,460
5047,26,small.class,1,girl,yes,black,math,392
5047,26,small.class,1,girl,yes,black,reading,395
5048,4,regular,8,boy,no,white,math,454
5048,4,regular,8,boy,no,white,reading,436
5049,29,regular,5,boy,yes,black,math,449
5049,29,regular,5,boy,yes,black,reading,433
5050,22,regular,11,boy,yes,black,math,449
5050,22,regular,11,boy,yes,black,reading,408
5051,50,small.class,12,boy,no,white,math,520
5051,50,small.class,12,boy,no,white,reading,445
5052,3,small.class,10,girl,no,white,math,536
5052,3,small.class,10,girl,no,white,reading,461
5053,44,regular.with.aide,0,girl,yes,black,math,478
5053,44,regular.with.aide,0,girl,yes,black,reading,421
5054,71,regular.with.aide,2,boy,no,white,math,468
5054,71,regular.with.aide,2,boy,no,white,reading,411
5055,65,regular,12,boy,no,white,math,459
5055,65,regular,12,boy,no,white,reading,434
5056,37,small.class,1,girl,no,black,math,434
5056,37,small.class,1,girl,no,black,reading,397
5057,16,regular.with.aide,17,girl,yes,black,math,439
5057,16,regular.with.aide,17,girl,yes,black,reading,413
5058,56,small.class,21,boy,no,white,math,468
5058,56,small.class,21,boy,no,white,reading,430
5059,72,small.class,16,boy,no,white,math,536
5059,72,small.class,16,boy,no,white,reading,461
5060,72,regular.with.aide,10,girl,yes,white,math,528
5060,72,regular.with.aide,10,girl,yes,white,reading,453
5061,36,small.class,17,boy,no,white,math,500
5061,36,small.class,17,boy,no,white,reading,447
5062,7,small.class,6,girl,no,white,math,500
5062,7,small.class,6,girl,no,white,reading,450
5063,78,regular.with.aide,3,girl,no,white,math,576
5063,78,regular.with.aide,3,girl,no,white,reading,460
5064,54,regular.with.aide,7,boy,no,white,math,559
5064,54,regular.with.aide,7,boy,no,white,reading,468
5065,72,regular,12,boy,yes,white,math,463
5065,72,regular,12,boy,yes,white,reading,431
5066,75,regular,13,girl,yes,white,math,559
5066,75,regular,13,girl,yes,white,reading,437
5067,73,regular,19,girl,no,white,math,547
5067,73,regular,19,girl,no,white,reading,465
5068,18,regular,10,girl,yes,black,math,444
5068,18,regular,10,girl,yes,black,reading,414
5069,64,regular,20,boy,no,white,math,449
5069,64,regular,20,boy,no,white,reading,467
5070,63,regular.with.aide,7,boy,no,white,math,506
5070,63,regular.with.aide,7,boy,no,white,reading,447
5071,27,regular.with.aide,20,girl,yes,black,math,506
5071,27,regular.with.aide,20,girl,yes,black,reading,465
5072,53,regular,3,boy,no,white,math,405
5072,53,regular,3,boy,no,white,reading,395
5073,33,regular.with.aide,22,boy,yes,black,math,429
5073,33,regular.with.aide,22,boy,yes,black,reading,424
5074,21,regular,1,girl,no,white,math,528
5074,21,regular,1,girl,no,white,reading,458
5075,70,small.class,15,girl,no,white,math,473
5075,70,small.class,15,girl,no,white,reading,433
5076,19,regular.with.aide,0,girl,yes,black,math,459
5076,19,regular.with.aide,0,girl,yes,black,reading,411
5077,27,small.class,1,boy,yes,black,math,500
5077,27,small.class,1,boy,yes,black,reading,414
5078,5,regular.with.aide,8,girl,yes,white,math,463
5078,5,regular.with.aide,8,girl,yes,white,reading,408
5079,51,small.class,10,boy,no,white,math,463
5079,51,small.class,10,boy,no,white,reading,427
5080,51,small.class,10,girl,no,white,math,478
5080,51,small.class,10,girl,no,white,reading,458
5081,73,small.class,1,boy,yes,white,math,463
5081,73,small.class,1,boy,yes,white,reading,418
5082,64,regular,20,girl,yes,white,math,418
5082,64,regular,20,girl,yes,white,reading,403
5083,27,small.class,1,girl,yes,black,math,473
5083,27,small.class,1,girl,yes,black,reading,408
5084,74,regular.with.aide,8,girl,no,white,math,478
5084,74,regular.with.aide,8,girl,no,white,reading,431
5085,66,regular.with.aide,3,boy,yes,white,math,454
5085,66,regular.with.aide,3,boy,yes,white,reading,405
5086,73,regular,19,boy,no,white,math,500
5086,73,regular,19,boy,no,white,reading,434
5087,73,regular.with.aide,14,boy,yes,white,math,528
5087,73,regular.with.aide,14,boy,yes,white,reading,467
5088,20,regular.with.aide,1,girl,yes,black,math,478
5088,20,regular.with.aide,1,girl,yes,black,reading,443
5089,36,regular,15,boy,no,white,math,463
5089,36,regular,15,boy,no,white,reading,448
5090,28,regular.with.aide,10,girl,yes,black,math,536
5090,28,regular.with.aide,10,girl,yes,black,reading,485
5091,31,regular.with.aide,11,girl,yes,black,math,520
5091,31,regular.with.aide,11,girl,yes,black,reading,405
5092,9,regular,5,boy,no,white,math,449
5092,9,regular,5,boy,no,white,reading,424
5093,75,regular,13,boy,yes,white,math,468
5093,75,regular,13,boy,yes,white,reading,413
5094,25,regular,18,girl,no,white,math,500
5094,25,regular,18,girl,no,white,reading,433
5095,8,regular.with.aide,12,boy,no,white,math,506
5095,8,regular.with.aide,12,boy,no,white,reading,436
5096,43,small.class,0,boy,yes,white,math,500
5096,43,small.class,0,boy,yes,white,reading,447
5097,30,regular,10,girl,yes,black,math,520
5097,30,regular,10,girl,yes,black,reading,445
5098,23,regular,1,girl,yes,black,math,506
5098,23,regular,1,girl,yes,black,reading,410
5099,27,regular,6,girl,yes,black,math,536
5099,27,regular,6,girl,yes,black,reading,447
5100,40,regular,2,girl,yes,white,math,576
5100,40,regular,2,girl,yes,white,reading,448
5101,54,small.class,12,boy,yes,white,math,375
5101,54,small.class,12,boy,yes,white,reading,388
5102,69,regular.with.aide,6,girl,no,white,math,520
5102,69,regular.with.aide,6,girl,no,white,reading,443
5103,12,regular,20,girl,no,white,math,547
5103,12,regular,20,girl,no,white,reading,458
5104,9,regular,8,girl,no,white,math,489
5104,9,regular,8,girl,no,white,reading,460
5105,73,small.class,1,boy,no,white,math,484
5105,73,small.class,1,boy,no,white,reading,414
5106,36,regular.with.aide,14,girl,yes,white,math,459
5106,36,regular.with.aide,14,girl,yes,white,reading,445
5107,70,small.class,8,girl,no,white,math,429
5107,70,small.class,8,girl,no,white,reading,393
5108,55,regular,13,boy,yes,white,math,459
5108,55,regular,13,boy,yes,white,reading,410
5109,64,regular.with.aide,5,girl,yes,white,math,484
5109,64,regular.with.aide,5,girl,yes,white,reading,428
5110,76,regular,1,boy,no,white,math,520
5110,76,regular,1,boy,no,white,reading,410
5111,54,regular,13,girl,yes,black,math,484
5111,54,regular,13,girl,yes,black,reading,450
5112,8,regular,13,girl,yes,white,math,506
5112,8,regular,13,girl,yes,white,reading,439
5113,11,regular,11,boy,no,white,math,520
5113,11,regular,11,boy,no,white,reading,490
5114,19,regular,6,girl,yes,black,math,513
5114,19,regular,6,girl,yes,black,reading,437
5115,68,small.class,8,boy,yes,black,math,484
5115,68,small.class,8,boy,yes,black,reading,393
5116,40,small.class,27,girl,yes,white,math,468
5116,40,small.class,27,girl,yes,white,reading,430
5117,79,regular.with.aide,12,boy,no,white,math,449
5117,79,regular.with.aide,12,boy,no,white,reading,421
5118,38,small.class,8,boy,yes,white,math,536
5118,38,small.class,8,boy,yes,white,reading,492
5119,19,regular,6,boy,yes,black,math,444
5119,19,regular,6,boy,yes,black,reading,382
5120,29,regular.with.aide,17,girl,yes,black,math,528
5120,29,regular.with.aide,17,girl,yes,black,reading,465
5121,62,regular,16,boy,no,white,math,528
5121,62,regular,16,boy,no,white,reading,448
5122,44,regular.with.aide,0,boy,no,black,math,449
5122,44,regular.with.aide,0,boy,no,black,reading,448
5123,59,regular,0,girl,yes,white,math,478
5123,59,regular,0,girl,yes,white,reading,425
5124,32,regular.with.aide,0,boy,yes,black,math,478
5124,32,regular.with.aide,0,boy,yes,black,reading,411
5125,22,regular.with.aide,7,girl,yes,black,math,444
5125,22,regular.with.aide,7,girl,yes,black,reading,434
5126,76,regular.with.aide,13,girl,no,white,math,449
5126,76,regular.with.aide,13,girl,no,white,reading,411
5127,58,regular.with.aide,3,boy,no,white,math,478
5127,58,regular.with.aide,3,boy,no,white,reading,439
5128,54,regular.with.aide,7,boy,no,white,math,500
5128,54,regular.with.aide,7,boy,no,white,reading,453
5129,3,regular,8,girl,no,white,math,489
5129,3,regular,8,girl,no,white,reading,419
5130,58,regular,3,boy,no,white,math,513
5130,58,regular,3,boy,no,white,reading,433
5131,76,regular,1,boy,no,white,math,500
5131,76,regular,1,boy,no,white,reading,439
5132,18,regular,10,boy,no,black,math,494
5132,18,regular,10,boy,no,black,reading,440
5133,43,regular.with.aide,17,girl,no,white,math,528
5133,43,regular.with.aide,17,girl,no,white,reading,472
5134,19,small.class,2,boy,yes,black,math,463
5134,19,small.class,2,boy,yes,black,reading,422
5135,59,small.class,11,girl,no,white,math,454
5135,59,small.class,11,girl,no,white,reading,443
5136,56,small.class,3,boy,yes,white,math,429
5136,56,small.class,3,boy,yes,white,reading,405
5137,53,regular,3,girl,no,black,math,468
5137,53,regular,3,girl,no,black,reading,410
5138,56,regular.with.aide,7,boy,no,white,math,384
5138,56,regular.with.aide,7,boy,no,white,reading,410
5139,33,regular.with.aide,22,girl,yes,black,math,423
5139,33,regular.with.aide,22,girl,yes,black,reading,398
5140,54,small.class,12,boy,yes,white,math,494
5140,54,small.class,12,boy,yes,white,reading,440
5141,41,regular.with.aide,16,boy,no,black,math,500
5141,41,regular.with.aide,16,boy,no,black,reading,439
5142,58,regular.with.aide,3,boy,no,white,math,489
5142,58,regular.with.aide,3,boy,no,white,reading,437
5143,68,regular.with.aide,10,boy,yes,black,math,444
5143,68,regular.with.aide,10,boy,yes,black,reading,424
5144,45,small.class,3,girl,yes,black,math,439
5144,45,small.class,3,girl,yes,black,reading,419
5145,76,small.class,22,boy,no,white,math,423
5145,76,small.class,22,boy,no,white,reading,397
5146,20,regular,4,girl,no,black,math,576
5146,20,regular,4,girl,no,black,reading,554
5147,19,regular.with.aide,1,boy,yes,black,math,444
5147,19,regular.with.aide,1,boy,yes,black,reading,407
5148,42,small.class,10,girl,no,white,math,536
5148,42,small.class,10,girl,no,white,reading,485
5149,24,regular,6,boy,no,black,math,459
5149,24,regular,6,boy,no,black,reading,397
5150,72,regular,8,boy,yes,white,math,429
5150,72,regular,8,boy,yes,white,reading,421
5151,76,small.class,8,boy,no,white,math,500
5151,76,small.class,8,boy,no,white,reading,428
5152,68,regular,16,boy,no,white,math,520
5152,68,regular,16,boy,no,white,reading,492
5153,27,small.class,1,boy,yes,black,math,449
5153,27,small.class,1,boy,yes,black,reading,398
5154,26,small.class,1,boy,yes,black,math,418
5154,26,small.class,1,boy,yes,black,reading,391
5155,33,regular.with.aide,22,girl,yes,black,math,423
5155,33,regular.with.aide,22,girl,yes,black,reading,397
5156,23,regular,1,boy,yes,black,math,520
5156,23,regular,1,boy,yes,black,reading,439
5157,65,regular.with.aide,9,boy,no,white,math,484
5157,65,regular.with.aide,9,boy,no,white,reading,474
5158,46,regular,12,boy,no,white,math,500
5158,46,regular,12,boy,no,white,reading,437
5159,55,regular,13,boy,no,white,math,454
5159,55,regular,13,boy,no,white,reading,416
5160,48,regular.with.aide,13,girl,yes,white,math,473
5160,48,regular.with.aide,13,girl,yes,white,reading,414
5161,34,small.class,2,girl,yes,white,math,468
5161,34,small.class,2,girl,yes,white,reading,430
5162,28,regular,7,boy,yes,black,math,418
5162,28,regular,7,boy,yes,black,reading,397
5163,37,small.class,1,girl,yes,white,math,429
5163,37,small.class,1,girl,yes,white,reading,413
5164,38,regular.with.aide,8,boy,no,white,math,478
5164,38,regular.with.aide,8,boy,no,white,reading,445
5165,26,regular,15,girl,yes,black,math,473
5165,26,regular,15,girl,yes,black,reading,422
5166,80,regular.with.aide,13,girl,yes,white,math,484
5166,80,regular.with.aide,13,girl,yes,white,reading,436
5167,5,regular,8,girl,yes,white,math,423
5167,5,regular,8,girl,yes,white,reading,400
5168,56,small.class,21,boy,yes,black,math,459
5168,56,small.class,21,boy,yes,black,reading,422
5169,11,regular.with.aide,13,girl,no,white,math,547
5169,11,regular.with.aide,13,girl,no,white,reading,492
5170,74,small.class,14,boy,yes,black,math,513
5170,74,small.class,14,boy,yes,black,reading,445
5171,71,small.class,6,boy,yes,white,math,489
5171,71,small.class,6,boy,yes,white,reading,425
5172,13,regular.with.aide,6,boy,yes,white,math,478
5172,13,regular.with.aide,6,boy,yes,white,reading,428
5173,6,small.class,12,boy,no,white,math,454
5173,6,small.class,12,boy,no,white,reading,437
5174,32,small.class,14,girl,yes,black,math,494
5174,32,small.class,14,girl,yes,black,reading,465
5175,5,small.class,8,boy,no,white,math,463
5175,5,small.class,8,boy,no,white,reading,440
5176,34,regular.with.aide,5,boy,yes,white,math,473
5176,34,regular.with.aide,5,boy,yes,white,reading,427
5177,45,regular,12,girl,yes,black,math,418
5177,45,regular,12,girl,yes,black,reading,403
5178,71,small.class,6,boy,no,white,math,468
5178,71,small.class,6,boy,no,white,reading,427
5179,42,regular.with.aide,3,boy,no,white,math,444
5179,42,regular.with.aide,3,boy,no,white,reading,437
5180,58,small.class,5,boy,no,white,math,528
5180,58,small.class,5,boy,no,white,reading,468
5181,70,regular,10,boy,yes,white,math,547
5181,70,regular,10,boy,yes,white,reading,443
5182,51,regular.with.aide,12,girl,no,white,math,489
5182,51,regular.with.aide,12,girl,no,white,reading,410
5183,26,regular.with.aide,6,girl,yes,black,math,478
5183,26,regular.with.aide,6,girl,yes,black,reading,427
5184,46,regular,12,girl,no,white,math,576
5184,46,regular,12,girl,no,white,reading,458
5185,70,regular.with.aide,27,boy,no,white,math,478
5185,70,regular.with.aide,27,boy,no,white,reading,448
5186,49,regular,11,girl,yes,white,math,506
5186,49,regular,11,girl,yes,white,reading,467
5187,55,regular.with.aide,13,girl,no,white,math,484
5187,55,regular.with.aide,13,girl,no,white,reading,431
5188,7,regular.with.aide,3,girl,yes,white,math,494
5188,7,regular.with.aide,3,girl,yes,white,reading,450
5189,28,small.class,8,girl,no,black,math,405
5189,28,small.class,8,girl,no,black,reading,398
5190,61,small.class,7,boy,no,white,math,489
5190,61,small.class,7,boy,no,white,reading,410
5191,80,regular.with.aide,13,boy,no,white,math,484
5191,80,regular.with.aide,13,boy,no,white,reading,455
5192,15,regular.with.aide,3,girl,yes,black,math,478
5192,15,regular.with.aide,3,girl,yes,black,reading,434
5193,51,small.class,16,boy,no,white,math,478
5193,51,small.class,16,boy,no,white,reading,476
5194,63,regular.with.aide,12,boy,no,white,math,489
5194,63,regular.with.aide,12,boy,no,white,reading,439
5195,78,regular.with.aide,3,girl,no,white,math,489
5195,78,regular.with.aide,3,girl,no,white,reading,402
5196,59,small.class,11,boy,yes,white,math,405
5196,59,small.class,11,boy,yes,white,reading,402
5197,65,small.class,15,girl,yes,white,math,528
5197,65,small.class,15,girl,yes,white,reading,538
5198,7,regular,0,girl,yes,white,math,418
5198,7,regular,0,girl,yes,white,reading,414
5199,33,regular.with.aide,5,girl,yes,black,math,459
5199,33,regular.with.aide,5,girl,yes,black,reading,437
5200,46,regular.with.aide,0,boy,no,white,math,434
5200,46,regular.with.aide,0,boy,no,white,reading,428
5201,40,small.class,27,boy,yes,white,math,454
5201,40,small.class,27,boy,yes,white,reading,421
5202,71,regular,6,girl,yes,white,math,429
5202,71,regular,6,girl,yes,white,reading,393
5203,58,small.class,8,girl,no,white,math,602
5203,58,small.class,8,girl,no,white,reading,497
5204,59,regular,0,boy,no,white,math,405
5204,59,regular,0,boy,no,white,reading,390
5205,27,regular,12,girl,yes,black,math,506
5205,27,regular,12,girl,yes,black,reading,450
5206,42,regular,14,boy,no,white,math,484
5206,42,regular,14,boy,no,white,reading,445
5207,48,regular,4,boy,no,white,math,454
5207,48,regular,4,boy,no,white,reading,428
5208,33,regular.with.aide,22,girl,yes,black,math,459
5208,33,regular.with.aide,22,girl,yes,black,reading,410
5209,27,regular,12,girl,yes,black,math,536
5209,27,regular,12,girl,yes,black,reading,478
5210,66,regular.with.aide,3,girl,no,white,math,513
5210,66,regular.with.aide,3,girl,no,white,reading,467
5211,32,small.class,1,boy,yes,black,math,392
5211,32,small.class,1,boy,yes,black,reading,402
5212,21,regular,1,boy,yes,black,math,513
5212,21,regular,1,boy,yes,black,reading,427
5213,51,regular.with.aide,12,boy,no,white,math,520
5213,51,regular.with.aide,12,boy,no,white,reading,480
5214,9,small.class,13,girl,no,white,math,500
5214,9,small.class,13,girl,no,white,reading,453
5215,16,small.class,1,girl,yes,black,math,506
5215,16,small.class,1,girl,yes,black,reading,437
5216,47,regular.with.aide,15,boy,yes,white,math,528
5216,47,regular.with.aide,15,boy,yes,white,reading,456
5217,28,regular,9,boy,yes,black,math,423
5217,28,regular,9,boy,yes,black,reading,398
5218,33,regular.with.aide,22,girl,yes,black,math,513
5218,33,regular.with.aide,22,girl,yes,black,reading,430
5219,63,regular,6,girl,yes,black,math,405
5219,63,regular,6,girl,yes,black,reading,407
5220,32,regular.with.aide,0,girl,yes,black,math,468
5220,32,regular.with.aide,0,girl,yes,black,reading,408
5221,80,regular.with.aide,13,boy,no,white,math,439
5221,80,regular.with.aide,13,boy,no,white,reading,414
5222,72,regular.with.aide,10,boy,yes,white,math,418
5222,72,regular.with.aide,10,boy,yes,white,reading,398
5223,52,regular,12,boy,no,black,math,454
5223,52,regular,12,boy,no,black,reading,408
5224,61,small.class,7,girl,no,white,math,459
5224,61,small.class,7,girl,no,white,reading,418
5225,25,regular.with.aide,2,boy,yes,black,math,478
5225,25,regular.with.aide,2,boy,yes,black,reading,413
5226,17,small.class,5,girl,yes,black,math,418
5226,17,small.class,5,girl,yes,black,reading,411
5227,75,small.class,3,girl,yes,white,math,384
5227,75,small.class,3,girl,yes,white,reading,398
5228,19,small.class,6,girl,yes,black,math,602
5228,19,small.class,6,girl,yes,black,reading,439
5229,55,regular,13,girl,no,white,math,520
5229,55,regular,13,girl,no,white,reading,455
5230,34,regular,17,boy,no,white,math,429
5230,34,regular,17,boy,no,white,reading,413
5231,46,regular.with.aide,0,girl,no,black,math,449
5231,46,regular.with.aide,0,girl,no,black,reading,456
5232,51,small.class,10,girl,no,black,math,484
5232,51,small.class,10,girl,no,black,reading,461
5233,38,regular.with.aide,8,boy,yes,white,math,484
5233,38,regular.with.aide,8,boy,yes,white,reading,436
5234,80,regular.with.aide,13,girl,yes,white,math,423
5234,80,regular.with.aide,13,girl,yes,white,reading,418
5235,29,regular,5,boy,yes,black,math,463
5235,29,regular,5,boy,yes,black,reading,421
5236,37,regular.with.aide,0,boy,no,white,math,463
5236,37,regular.with.aide,0,boy,no,white,reading,431
5237,24,regular,6,girl,no,black,math,489
5237,24,regular,6,girl,no,black,reading,465
5238,43,small.class,0,boy,no,white,math,602
5238,43,small.class,0,boy,no,white,reading,527
5239,27,small.class,11,boy,yes,black,math,468
5239,27,small.class,11,boy,yes,black,reading,428
5240,57,regular.with.aide,8,girl,no,white,math,473
5240,57,regular.with.aide,8,girl,no,white,reading,455
5241,76,regular.with.aide,13,boy,yes,white,math,392
5241,76,regular.with.aide,13,boy,yes,white,reading,395
5242,12,regular,20,boy,no,white,math,536
5242,12,regular,20,boy,no,white,reading,468
5243,76,regular,2,girl,yes,white,math,602
5243,76,regular,2,girl,yes,white,reading,485
5244,44,small.class,3,girl,yes,black,math,547
5244,44,small.class,3,girl,yes,black,reading,490
5245,44,regular.with.aide,0,girl,yes,white,math,434
5245,44,regular.with.aide,0,girl,yes,white,reading,413
5246,42,small.class,0,boy,no,white,math,547
5246,42,small.class,0,boy,no,white,reading,532
5247,20,regular,4,boy,yes,black,math,423
5247,20,regular,4,boy,yes,black,reading,397
5248,60,small.class,11,girl,no,white,math,478
5248,60,small.class,11,girl,no,white,reading,434
5249,66,regular,8,boy,no,white,math,473
5249,66,regular,8,boy,no,white,reading,428
5250,58,regular.with.aide,3,girl,yes,black,math,459
5250,58,regular.with.aide,3,girl,yes,black,reading,413
5251,24,small.class,13,boy,yes,black,math,468
5251,24,small.class,13,boy,yes,black,reading,422
5252,32,small.class,14,girl,yes,black,math,528
5252,32,small.class,14,girl,yes,black,reading,461
5253,8,regular.with.aide,12,girl,no,white,math,454
5253,8,regular.with.aide,12,girl,no,white,reading,410
5254,7,regular.with.aide,9,boy,no,white,math,473
5254,7,regular.with.aide,9,boy,no,white,reading,416
